1,1,1,1,6.65209e-10,1.73005e-14,0.821245,2.13587e-05
1.69759,1.92917,2.10232e-08,2.38912e-08,1.12925e-09,3.33757e-14,1.72652e-08,5.10284e-13
1.69759,1.92917,2.10232e-08,2.38912e-08,1.12925e-09,3.33757e-14,1.72652e-08,5.10284e-13
1.69759,1.92917,2.10232e-08,2.38912e-08,1.12925e-09,3.33757e-14,1.72652e-08,5.10284e-13
1.69759,1.92917,2.10232e-08,2.38912e-08,1.12925e-09,3.33757e-14,1.72652e-08,5.10284e-13
0.889785,0.78063,1.17399e-08,1.02997e-08,5.91893e-10,1.35053e-14,9.64138e-09,2.19989e-13
1.16411,1.17244,3.10135e-09,3.12356e-09,7.74375e-10,2.02839e-14,2.54697e-09,6.67151e-14
1.16411,1.17244,3.10135e-09,3.12356e-09,7.74375e-10,2.02839e-14,2.54697e-09,6.67151e-14
1.16411,1.17244,3.10135e-09,3.12356e-09,7.74375e-10,2.02839e-14,2.54697e-09,6.67151e-14
1.16411,1.17244,3.10135e-09,3.12356e-09,7.74375e-10,2.02839e-14,2.54697e-09,6.67151e-14
1.16411,1.17244,3.10135e-09,3.12356e-09,7.74375e-10,2.02839e-14,2.54697e-09,6.67151e-14
1.16411,1.17244,3.10135e-09,3.12356e-09,7.74375e-10,2.02839e-14,2.54697e-09,6.67151e-14
1.16411,1.17244,3.10135e-09,3.12356e-09,7.74375e-10,2.02839e-14,2.54697e-09,6.67151e-14
1.81483,2.0912,4.59954e-08,5.29997e-08,1.20724e-09,3.61789e-14,3.77735e-08,1.132e-12
1.81483,2.0912,4.59954e-08,5.29997e-08,1.20724e-09,3.61789e-14,3.77735e-08,1.132e-12
1.81483,2.0912,4.59954e-08,5.29997e-08,1.20724e-09,3.61789e-14,3.77735e-08,1.132e-12
1.81483,2.0912,4.59954e-08,5.29997e-08,1.20724e-09,3.61789e-14,3.77735e-08,1.132e-12
1.81483,2.0912,4.59954e-08,5.29997e-08,1.20724e-09,3.61789e-14,3.77735e-08,1.132e-12
1.02521,0.98487,3.56171e-09,3.42158e-09,6.81976e-10,1.70388e-14,2.92504e-09,7.30804e-14
0.715477,0.617045,1.90613e-09,1.64389e-09,4.75942e-10,1.06752e-14,1.5654e-09,3.51114e-14
0.715477,0.617045,1.90613e-09,1.64389e-09,4.75942e-10,1.06752e-14,1.5654e-09,3.51114e-14
0.715477,0.617045,1.90613e-09,1.64389e-09,4.75942e-10,1.06752e-14,1.5654e-09,3.51114e-14
0.715477,0.617045,1.90613e-09,1.64389e-09,4.75942e-10,1.06752e-14,1.5654e-09,3.51114e-14
