1,1,1,1,6.65209e-10,1.73005e-14,0.821245,2.13587e-05
1,1,1,1,6.65209e-10,1.73005e-14,0.821245,2.13587e-05
1,1,1,1,6.65209e-10,1.73005e-14,0.821245,2.13587e-05
1,1,1,1,6.65209e-10,1.73005e-14,0.821245,2.13587e-05
0.99507,0.873295,0.99507,0.873295,6.61929e-10,1.51085e-14,0.817196,1.86524e-05
0.879518,0.766223,0.879518,0.766223,5.85063e-10,1.32561e-14,0.7223,1.63655e-05
0.879518,0.766223,0.879518,0.766223,5.85063e-10,1.32561e-14,0.7223,1.63655e-05
0.879518,0.766223,0.879518,0.766223,5.85063e-10,1.32561e-14,0.7223,1.63655e-05
0.879518,0.766223,0.879518,0.766223,5.85063e-10,1.32561e-14,0.7223,1.63655e-05
0.879518,0.766223,0.879518,0.766223,5.85063e-10,1.32561e-14,0.7223,1.63655e-05
0.879518,0.766223,0.879518,0.766223,5.85063e-10,1.32561e-14,0.7223,1.63655e-05
0.879518,0.766223,0.879518,0.766223,5.85063e-10,1.32561e-14,0.7223,1.63655e-05
0.879518,0.766223,0.879518,0.766223,5.85063e-10,1.32561e-14,0.7223,1.63655e-05
1.8065,2.07603,1.8065,2.07603,1.2017e-09,3.59165e-14,1.48358,4.43413e-05
1.8065,2.07603,1.8065,2.07603,1.2017e-09,3.59165e-14,1.48358,4.43413e-05
0.829374,0.744926,0.829374,0.744926,5.51707e-10,1.28876e-14,0.681119,1.59107e-05
0.829374,0.744926,0.829374,0.744926,5.51707e-10,1.28876e-14,0.681119,1.59107e-05
0.829374,0.744926,0.829374,0.744926,5.51707e-10,1.28876e-14,0.681119,1.59107e-05
1.01534,0.969824,1.01534,0.969824,6.75413e-10,1.67785e-14,0.833843,2.07142e-05
0.706905,0.605405,0.706905,0.605405,4.70239e-10,1.04738e-14,0.580542,1.29307e-05
0.706905,0.605405,0.706905,0.605405,4.70239e-10,1.04738e-14,0.580542,1.29307e-05
0.706905,0.605405,0.706905,0.605405,4.70239e-10,1.04738e-14,0.580542,1.29307e-05
0.706905,0.605405,0.706905,0.605405,4.70239e-10,1.04738e-14,0.580542,1.29307e-05
0.706905,0.605405,0.706905,0.605405,4.70239e-10,1.04738e-14,0.580542,1.29307e-05
1.23619,1.14953,1.23619,1.14953,8.22325e-10,1.98875e-14,1.01522,2.45524e-05
1.23619,1.14953,1.23619,1.14953,8.22325e-10,1.98875e-14,1.01522,2.45524e-05
1.23619,1.14953,1.23619,1.14953,8.22325e-10,1.98875e-14,1.01522,2.45524e-05
